Country,Date,C1_School_closing,C1_Flag,C2_Workplace_closing,C2_Flag,C3_Cancel_public_events,C3_Flag,C4_Restrictions_on_gatherings,C4_Flag,C5_Close_public_transport,C5_Flag,C6_Stay_at_home_requirements,C6_Flag,C7_Restrictions_on_internal_movement,C7_Flag,C8_International_travel_controls
Sweden,2020-04-22,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-04-23,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-04-24,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-04-25,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-04-26,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-04-27,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-04-28,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-04-29,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-04-30,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-01,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-02,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-03,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-04,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-05,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-06,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-07,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-08,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-09,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-10,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-11,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-12,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-13,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-14,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-15,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-16,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-17,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-18,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-19,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-20,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-21,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-22,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-23,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-24,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-25,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-26,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-27,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-28,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-29,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-30,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-05-31,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-06-01,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-06-02,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-06-03,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-06-04,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-06-05,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-06-06,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-06-07,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-06-08,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-06-09,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-06-10,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-06-11,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-06-12,2,1,1,1,2,1,3,1,1,1,1,1,1,1,3
Sweden,2020-06-13,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-06-14,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-06-15,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-06-16,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-06-17,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-06-18,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-06-19,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-06-20,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-06-21,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-06-22,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-06-23,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-06-24,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-06-25,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-06-26,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-06-27,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-06-28,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-06-29,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-06-30,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-01,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-02,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-03,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-04,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-05,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-06,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-07,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-08,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-09,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-10,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-11,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-12,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-13,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-14,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-15,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-16,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-17,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-18,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-19,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-20,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-21,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-22,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-23,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-24,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-25,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-26,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-27,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-28,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-29,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-30,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-07-31,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-01,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-02,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-03,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-04,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-05,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-06,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-07,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-08,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-09,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-10,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-11,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-12,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-13,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-14,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-15,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-16,2,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-17,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-18,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-19,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-20,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-21,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-22,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-23,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-24,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-25,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-26,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-27,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-28,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-29,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-30,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-08-31,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-01,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-02,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-03,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-04,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-05,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-06,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-07,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-08,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-09,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-10,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-11,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-12,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-13,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-14,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-15,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-16,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-17,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-18,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-19,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-20,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-21,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-22,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-23,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-24,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-25,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-26,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-27,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-28,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-29,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-09-30,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-01,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-02,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-03,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-04,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-05,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-06,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-07,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-08,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-09,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-10,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-11,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-12,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-13,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-14,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-15,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-16,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-17,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-18,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-19,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-20,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-21,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-22,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-23,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-24,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-25,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-26,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-27,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-28,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-29,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-30,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-10-31,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-11-01,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-11-02,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-11-03,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-11-04,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-11-05,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-11-06,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-11-07,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-11-08,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-11-09,1,1,1,1,2,1,3,1,1,1,1,1,0,NA,3
Sweden,2020-11-10,1,1,1,1,2,1,3,1,1,1,1,1,1,0,3
Sweden,2020-11-11,1,1,1,1,2,1,0,NA,1,1,1,1,1,0,3
Sweden,2020-11-12,1,1,1,1,2,1,0,NA,1,1,1,1,1,0,3
Sweden,2020-11-13,1,1,1,1,2,1,0,NA,1,1,1,1,1,0,3
Sweden,2020-11-14,1,1,1,1,2,1,0,NA,1,1,1,1,1,0,3
Sweden,2020-11-15,1,1,1,1,2,1,0,NA,1,1,1,1,1,0,3
Sweden,2020-11-16,1,1,1,1,2,1,0,NA,1,1,1,1,1,0,3
Sweden,2020-11-17,1,1,1,1,2,1,0,NA,1,1,1,1,1,0,3
Sweden,2020-11-18,1,1,1,1,2,1,0,NA,1,1,1,1,1,0,3
Sweden,2020-11-19,1,1,1,1,2,1,0,NA,1,1,1,1,1,0,3
Sweden,2020-11-20,1,1,1,1,2,1,0,NA,1,1,1,1,1,0,3
Sweden,2020-11-21,1,1,1,1,2,1,0,NA,1,1,1,1,1,0,3
Sweden,2020-11-22,1,1,1,1,2,1,0,NA,1,1,1,1,1,0,3
Sweden,2020-11-23,1,1,1,1,2,1,0,NA,1,1,1,1,1,0,3
Sweden,2020-11-24,1,1,2,1,2,1,0,NA,1,1,1,1,1,0,3
Sweden,2020-11-25,1,1,2,1,2,1,0,NA,1,1,1,1,1,0,3
Sweden,2020-11-26,1,1,2,1,2,1,0,NA,1,1,1,1,1,0,3
Sweden,2020-11-27,1,1,2,1,2,1,0,NA,1,1,1,1,1,0,3
Sweden,2020-11-28,1,1,2,1,2,1,0,NA,1,1,1,1,1,0,3
Sweden,2020-11-29,1,1,2,1,2,1,0,NA,1,1,1,1,1,0,3
Sweden,2020-11-30,1,1,2,1,2,1,0,NA,1,1,1,1,1,0,3
Sweden,2020-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,2020-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Switzerland,2020-01-01,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-02,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-03,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-04,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-05,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-06,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-07,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-08,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-09,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-10,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-11,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-12,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-13,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-14,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-15,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-16,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-17,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-18,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-19,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-20,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-21,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-22,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-23,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-24,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-26,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-27,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-28,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-29,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-30,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-01-31,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-01,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-02,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-03,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-04,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-05,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-06,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-07,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-08,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-09,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-10,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-11,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-12,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-13,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-14,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-15,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-16,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-17,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-18,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-19,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-20,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-21,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-22,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-23,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-24,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-25,0,NA,0,NA,2,0,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-26,0,NA,0,NA,2,0,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-27,0,NA,0,NA,2,0,0,NA,0,NA,0,NA,0,NA,0
Switzerland,2020-02-28,0,NA,0,NA,2,1,1,1,0,NA,0,NA,0,NA,0
Switzerland,2020-02-29,0,NA,0,NA,2,1,1,1,0,NA,0,NA,0,NA,0
Switzerland,2020-03-01,0,NA,0,NA,2,1,1,1,0,NA,0,NA,0,NA,0
Switzerland,2020-03-02,0,NA,0,NA,2,1,1,1,0,NA,0,NA,0,NA,0
Switzerland,2020-03-03,0,NA,0,NA,2,1,1,1,0,NA,0,NA,0,NA,0
Switzerland,2020-03-04,0,NA,0,NA,2,1,1,1,0,NA,0,NA,0,NA,0
Switzerland,2020-03-05,0,NA,0,NA,2,1,1,1,0,NA,0,NA,0,NA,0
Switzerland,2020-03-06,0,NA,0,NA,2,1,1,1,0,NA,0,NA,0,NA,0
Switzerland,2020-03-07,0,NA,0,NA,2,1,1,1,0,NA,0,NA,0,NA,0
Switzerland,2020-03-08,0,NA,0,NA,2,1,1,1,0,NA,0,NA,0,NA,0
Switzerland,2020-03-09,0,NA,0,NA,2,1,1,1,0,NA,0,NA,0,NA,0
Switzerland,2020-03-10,0,NA,0,NA,2,1,1,1,0,NA,0,NA,0,NA,0
Switzerland,2020-03-11,0,NA,0,NA,2,1,1,1,0,NA,0,NA,0,NA,0
Switzerland,2020-03-12,0,NA,0,NA,2,1,1,1,0,NA,0,NA,0,NA,0
Switzerland,2020-03-13,3,1,0,NA,2,1,1,1,0,NA,0,NA,0,NA,3
Switzerland,2020-03-14,3,1,0,NA,2,1,1,1,0,NA,0,NA,0,NA,3
Switzerland,2020-03-15,3,1,0,NA,2,1,1,1,0,NA,0,NA,0,NA,3
Switzerland,2020-03-16,3,1,0,NA,2,1,1,1,0,NA,0,NA,0,NA,3
Switzerland,2020-03-17,3,1,3,1,2,1,4,1,0,NA,1,1,1,1,3
Switzerland,2020-03-18,3,1,3,1,2,1,4,1,0,NA,1,1,1,1,3
Switzerland,2020-03-19,3,1,3,1,2,1,4,1,0,NA,1,1,1,1,3
Switzerland,2020-03-20,3,1,3,1,2,1,4,1,0,NA,1,1,1,1,3
Switzerland,2020-03-21,3,1,3,1,2,1,4,1,0,NA,1,1,1,1,3
Switzerland,2020-03-22,3,1,3,1,2,1,4,1,0,NA,1,1,1,1,3
Switzerland,2020-03-23,3,1,3,1,2,1,4,1,0,NA,1,1,1,1,3
Switzerland,2020-03-24,3,1,3,1,2,1,4,1,0,NA,1,1,1,1,3
Switzerland,2020-03-25,3,1,3,1,2,1,4,1,0,NA,1,1,1,1,3
